pattern_id,importance_score
ERICKSON_PACING_AND_VALIDATION,0.014128732336738815
ERICKSON_INDIRECT_SUGGESTION,0.010989865986999506
ERICKSON_UTILIZATION_REFRAMING,0.01044808744750001
ERICKSON_REFRAMING_UTILIZATION,0.01008565286101232
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,0.00936704279293753
ERICKSON_YES_SET_PACING,0.00797838180500713
ERICKSON_PERMISSIVE_SUGGESTION,0.007698766972169196
ERICKSON_UTILIZATION_TRUISM,0.0075371410608482976
ERICKSON_DOUBLE_BIND,0.006984245171611885
ERICKSON_TRUISM_PACING,0.006380108997780288
ERICKSON_UTILIZATION,0.006129435787976917
ERICKSON_PRESUPPOSITION,0.005823461210957462
ERICKSON_UTILIZATION_REFRAME,0.005409482799518226
ERICKSON_REFRAMING,0.005383788014273887
ERICKSON_UTILIZATION_PACING,0.005121710382491865
ERICKSON_TRUISM_UTILIZATION,0.004830716679312974
ERICKSON_UTILIZATION_RESISTANCE,0.004317781803516102
ERICKSON_TRUISM,0.004115593409917505
ERICKSON_PACING_AND_LEADING,0.003986458263138378
ERICKSON_MINIMAL_ENCOURAGER,0.0038224874346046685
ERICKSON_PACING_TRUISM,0.0038214685153868033
ERICKSON_UTILIZATION_PARADOX,0.003414114478755925
ERICKSON_MINIMAL_CUE,0.0034073297226577277
ERICKSON_ILLUSION_OF_CHOICE,0.0032696468469264085
ERICKSON_INTERROGATIVE_SUGGESTION,0.003172903633195503
ERICKSON_CONFUSION_TECHNIQUE,0.002980031636463679
ERICKSON_OPEN_INQUIRY,0.002858205086458344
ERICKSON_POST_HYPNOTIC_SUGGESTION,0.0028517233369064346
ERICKSON_DIRECT_SUGGESTION,0.0027044349544742075
ERICKSON_PACING_LEADING,0.00269859788569648
ERICKSON_PATTERN_INTERRUPTION,0.0025795575004354
ERICKSON_UTILIZATION_STRATEGY,0.0025787271960000416
ERICKSON_PATTERN_INTERRUPT,0.0025651332514692936
ERICKSON_TIME_DISTORTION,0.0024311371953006328
ERICKSON_UTILIZATION_DISSOCIATION,0.002422021183026633
ERICKSON_UTILIZATION_METAPHOR,0.00241681245446039
ERICKSON_INDIRECT_INQUIRY,0.002416044242910306
ERICKSON_ANECDOTE_UTILIZATION,0.0022923111774864557
ERICKSON_PRESUPPOSITION_UTILIZATION,0.0022922007129807243
ERICKSON_DOUBLE_BIND_UTILIZATION,0.0022743108492526832
ERICKSON_IDEOMOTOR_DISSOCIATION,0.002272973894659974
ERICKSON_TRUISM_YES_SET,0.00227022779871842
ERICKSON_NEGATIVE_SUGGESTION,0.0021320585204704762
ERICKSON_TRUISM_PRESUPPOSITION,0.002129591530781424
ERICKSON_UTILIZATION_INQUIRY,0.001998196108297978
ERICKSON_UTILIZATION_OBSERVATION,0.0019899462424291187
ERICKSON_DIRECT_INQUIRY,0.0018684988377985449
ERICKSON_ANALOGY_UTILIZATION,0.001858712205891973
ERICKSON_PERMISSIVE_INQUIRY,0.0018558602984261017
ERICKSON_TRUISM_REFRAMING,0.0018535092150807244
ERICKSON_DIRECT_CHALLENGE,0.0018499277235915531
ERICKSON_UTILIZATION_PRESUPPOSITION,0.001849923921647378
ERICKSON_UTILIZATION_OF_RESISTANCE,0.001849444980343917
ERICKSON_UTILIZATION_VALIDATION,0.0018451439376484774
ERICKSON_UTILIZATION_PRINCIPLE,0.0018442919213815482
ERICKSON_DISSOCIATION,0.001843176652727053
ERICKSON_STRATEGIC_INTERVENTION,0.001802442258998918
ERICKSON_AMNESIA_UTILIZATION,0.0017379152071602675
ERICKSON_REFRAMING_TRUISM,0.0017082826441229206
ERICKSON_INDIRECT_INDUCTION,0.0017055551858887004
ERICKSON_TRUISM_TAG_QUESTION,0.0017044447501255054
ERICKSON_TRUISM_VALIDATION,0.001700525657416065
ERICKSON_IDEOMOTOR_SIGNALING,0.001698354602934388
ERICKSON_UNCONSCIOUS_VALIDATION,0.0016981034214838245
ERICKSON_RATIFICATION,0.0016062478806073404
ERICKSON_PARADOXICAL_INTERVENTION,0.0015888205212032627
ERICKSON_SENSORY_UTILIZATION,0.001572308314197733
ERICKSON_DISSOCIATION_UTILIZATION,0.0015686020335814693
ERICKSON_REFRAMING_AND_UTILIZATION,0.0015666303833798269
ERICKSON_UTILIZATION_AND_REFRAMING,0.0015605931684431532
ERICKSON_PARADOXICAL_INTENTION,0.0015570345884438866
ERICKSON_REFRAMING_DISSOCIATION,0.0015491891028245326
ERICKSON_OBSERVATIONAL_TRUISM,0.001546368676547988
ERICKSON_OBSERVATION_UTILIZATION,0.0015319336878359866
ERICKSON_TRUISM_REFRAME,0.0014679610352440937
ERICKSON_PACING_AND_UTILIZATION,0.0014365149113618057
ERICKSON_CONTINGENT_SUGGESTION,0.001431720867387726
ERICKSON_DISSOCIATION_TRUISM,0.0014311912644674296
ERICKSON_FUTURE_PACING,0.0014279183582187264
ERICKSON_INTERROGATIVE_CHALLENGE,0.0014240687790414716
ERICKSON_PROCESS_SUGGESTION,0.0014215728881458284
ERICKSON_TDS_PROMPT,0.0014196109910631185
ERICKSON_REORIENTATION,0.0014104485166603709
ERICKSON_ORDEAL_THERAPY,0.0014003930870872942
ERICKSON_METAPHOR_REFRAMING,0.001325961532193205
ERICKSON_POSTHYPNOTIC_SUGGESTION,0.001295526758779277
ERICKSON_TRUISM_QUESTION,0.001292062089704606
ERICKSON_PACING_VALIDATION,0.0012892822644048057
ERICKSON_IDEOMOTOR_UTILIZATION,0.001282909432900331
ERICKSON_DOUBLE_BIND_PRESUPPOSITION,0.0012822801179726124
ERICKSON_PARADOXICAL_CHALLENGE,0.0012799928214498354
ERICKSON_TRUISM_REINFORCEMENT,0.001279966165547895
ERICKSON_SENSORY_FOCUS,0.0012796922043139987
ERICKSON_METAPHOR,0.0012777656085612224
ERICKSON_TRUISM_DISSOCIATION,0.001272602431128954
ERICKSON_YES_SET,0.001269425205166448
ERICKSON_TEMPORAL_ANCHORING,0.001201084246688837
ERICKSON_UTILIZATION_QUESTION,0.001157088718795453
ERICKSON_PRESUPPOSITION_TIME,0.0011451351161828362
